Review ID,Effect Size ID,Within Effect ID,Study Author,Study Year,Study First Page #,Study N,Estimate,Metric,Lower CI,Upper CI,Standard Error,Standard Deviation,Variance,p-value,N Intervention,N Control,Number of Events in Exposure(for OR/RR),Number of Events in Comparison (for OR/RR),Reverse Code
47484,47484_004,47484_004_005,Lubans,2016,92,361,-0.175,Standard Mean Difference,-0.404,0.055,0.117,-999,0.014,0.137,181,180,-999,-999,TRUE
47484,47484_004,47484_004_006,Smith,2014,e723,361,-0.313,Standard Mean Difference,-0.521,-0.106,0.106,-999,0.011,0.003,181,180,-999,-999,TRUE
47484,47484_005,47484_005_001,Chen,2017,e12,36,-1.249,Standard Mean Difference,-1.933,-0.585,0.349,-999,0.122,0,21,15,-999,-999,TRUE
47484,47484_005,47484_005_002,Lubans,2016,92,361,-0.193,Standard Mean Difference,-0.422,0.037,0.117,-999,0.014,0.101,181,180,-999,-999,TRUE
47484,47484_005,47484_005_003,Smith,2014,e723,361,-0.243,Standard Mean Difference,-0.45,-0.036,0.106,-999,0.011,0.021,181,180,-999,-999,TRUE
47762,47762_004,47762_004_001,Adesina,2012,-999,960,1.18,Odds Ratio,0.72,1.93,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_002,Alazzeh,2018,-999,1495,1.09,Odds Ratio,0.61,1.94,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_003,Arango,2011,-999,546,1.1,Odds Ratio,0.65,1.85,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_004,Atherson,2005,-999,13667,1.73,Odds Ratio,1.37,2.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_005,Borghese,2015,-999,550,1.28,Odds Ratio,0.57,2.87,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_006,Boričić,2014,-999,2139,1.27,Odds Ratio,0.86,1.88,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_007,Calamaro,2010,-999,13568,1.58,Odds Ratio,1.35,1.85,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_008,Crespo,2001,-999,4069,1.83,Odds Ratio,1.42,2.38,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_009,De Jong,2011,-999,4072,1.57,Odds Ratio,1.15,2.14,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_010,Duncan,2011,-999,3397,0.87,Odds Ratio,0.73,1.03,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_011,Dupuy,2011,-999,7154,1.35,Odds Ratio,1.11,1.65,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_012,El-Gilany,2011,-999,953,2.8,Odds Ratio,1.77,4.43,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_013,Fulton,2009,-999,7802,1.3,Odds Ratio,1.15,1.47,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_014,Ganie,2017,-999,2024,1.5,Odds Ratio,0.7,3.2,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_015,Garmy,2014,-999,2709,1.55,Odds Ratio,1.25,1.92,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_016,Gharib,2008,-999,2594,1.24,Odds Ratio,0.99,1.55,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_017,Ghobadi,2018,-999,607,0.66,Odds Ratio,0.24,1.84,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_018,Giammattei,2003,-999,385,1.24,Odds Ratio,0.95,1.62,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_019,Godakanda,2018,-999,880,2.6,Odds Ratio,1.74,3.89,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_020,Gomez,2007,-999,11137,1.36,Odds Ratio,1.34,1.38,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_021,Guerrero,2017,-999,36401,0.81,Odds Ratio,0.62,1.06,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_022,Hong,2010,-999,2678,2,Odds Ratio,1.56,2.55,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_023,Janssen,2004,-999,5890,1.6,Odds Ratio,1.42,1.8,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_024,Januszek-Trzciakowska,2014,-999,2571,1.22,Odds Ratio,0.85,1.76,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_025,Kenney,2017,-999,24800,1.44,Odds Ratio,1.29,1.6,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_026,Khadar,2009,-999,2131,1.41,Odds Ratio,1.14,1.76,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_027,Liang,2009,-999,4966,1.74,Odds Ratio,1.39,2.17,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_028,Mahfouz,2008,-999,2696,0.89,Odds Ratio,0.71,1.12,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_029,Mahfouz,2011,-999,1249,1.29,Odds Ratio,0.97,1.73,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_030,Mansoori,2018,-999,877,6.42,Odds Ratio,4.32,9.54,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_031,Masuet-Aumatell,2013,-999,441,0.92,Odds Ratio,0.51,1.65,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_032,McMurray,2000,-999,2389,1.23,Odds Ratio,0.94,1.61,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_033,Melkevik,2015,-999,107184,1.27,Odds Ratio,1.22,1.33,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_034,Mirza,2004,-999,309,0.88,Odds Ratio,0.47,1.64,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_035,Muthuri,2015,-999,563,1.92,Odds Ratio,1.14,3.22,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_036,Novaes,2008,-999,200,3.44,Odds Ratio,1.52,7.78,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_037,Ortega,2007,-999,1074,1.8,Odds Ratio,0.99,3.27,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_038,Padez,2005,-999,4511,1.49,Odds Ratio,1.46,1.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_039,Papandreou,2010,-999,410,1.99,Odds Ratio,1.49,2.66,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_040,Peart,2011,-999,2368,1.72,Odds Ratio,1.28,2.29,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_041,Pirinçci,2010,-999,3642,1.29,Odds Ratio,0.96,1.73,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_042,Piryani,2016,-999,360,8.86,Odds Ratio,3.9,20.12,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_043,Ramos,2013,-999,1436,1.2,Odds Ratio,0.94,1.54,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_044,Rey-López,2008,-999,2200,1.33,Odds Ratio,1.11,1.6,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_045,Sagbo,2018,-999,634,1.6,Odds Ratio,0.33,7.78,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_046,Scanferla de Siqueira,2007,-999,555,1.93,Odds Ratio,0.77,4.87,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_047,Sun,2009,-999,5753,1.67,Odds Ratio,1.34,2.08,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_048,Te Velde,2007,-999,7909,1.32,Odds Ratio,1.15,1.51,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_049,Urrutia-Rojas,2008,-999,1076,1.04,Odds Ratio,0.73,1.46,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_050,Vader,2009,-999,11594,1.32,Odds Ratio,0.8,2.17,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_051,Veghari,2015,-999,7453,1.07,Odds Ratio,0.95,1.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_052,Veldhuis,2012,-999,7505,1.2,Odds Ratio,0.98,1.46,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_053,Vicente-Rodríguez,2008,-999,1960,1.63,Odds Ratio,1.16,2.28,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_054,Watharkar,2015,-999,806,3.72,Odds Ratio,2.31,5.99,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_055,Wijtzes,2014,-999,5913,2.92,Odds Ratio,0.98,8.67,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_004,47762_004_056,Wong,1995,-999,787,1.18,Odds Ratio,0.67,2.08,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_001,Macwana,2017,-999,1050,0.44,Odds Ratio,0.19,1.02,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_002,Scanferla de Siqueira,2007,-999,555,1.08,Odds Ratio,0.77,1.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_003,Sun,2009,-999,5753,1.32,Odds Ratio,0.97,1.8,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_004,Wijtzes,2014,-999,5913,0.86,Odds Ratio,0.6,1.24,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_005,Winkvist,2016,-999,21561,1.04,Odds Ratio,0.9,1.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_006,McMurray,2000,-999,2389,0.94,Odds Ratio,0.71,1.25,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_007,Melkevik,2015,-999,107184,1.22,Odds Ratio,1.17,1.27,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_008,Muthuri,2015,-999,563,0.81,Odds Ratio,0.52,1.27,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_009,Sagbo,2018,-999,634,1,Odds Ratio,0.11,9.06,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_010,Scanferla de Siqueira,2007,-999,555,1.14,Odds Ratio,0.69,1.88,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47762,47762_001,47762_001_011,Sun,2009,-999,5753,2,Odds Ratio,1.17,3.42,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_001,van den Heuvel,2019,99,893,-0.23,Correlation,-0.29,-0.16,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_002,Moon,2018,903,39,-0.05,Correlation,-0.36,0.27,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_003,Taylor,2018,51,51,-0.03,Correlation,-0.3,0.25,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_004,Taylor,2018,51,39,-0.02,Correlation,-0.33,0.3,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_005,Lee,2017,672,1870,0.02,Correlation,-0.03,0.06,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_006,Yang,2017,1833,119,-0.08,Correlation,-0.26,0.1,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_007,Rosenqvist,2016,11,381,-0.15,Correlation,-0.25,-0.05,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_008,Blankson,2015,264,228,-0.28,Correlation,-0.4,-0.16,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_009,Byeon,2015,e0120663,1778,-0.08,Correlation,-0.12,-0.03,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_010,Lin,2015,20,150,-0.26,Correlation,-0.41,-0.11,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_011,McKean,2015,e0134251,763,-0.06,Correlation,-0.13,0.01,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_012,Alloway,2014,343,30,-0.13,Correlation,-0.47,0.24,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_013,Castles,2013,193,1539,-0.14,Correlation,-0.19,-0.09,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_014,Duch,2013,857,73,-0.31,Correlation,-0.5,-0.08,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_015,Hudon,2013,245,84,-0.26,Correlation,-0.45,-0.05,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_016,Linebarger,2013,609,121,-0.02,Correlation,-0.2,0.16,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_017,Pagani,2013,350,1999,-0.13,Correlation,-0.17,-0.09,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_018,Bittman,2011,161,2335,-0.03,Correlation,-0.07,0.01,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_019,Bittman,2011,161,2233,-0.02,Correlation,-0.06,0.02,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_020,Barr,2010,21,53,-0.15,Correlation,-0.4,0.13,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_021,Mendelsohn,2010,411,253,-0.19,Correlation,-0.31,-0.07,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_022,Richert,2010,432,88,-0.5,Correlation,-0.64,-0.32,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_023,Tomopoulos,2010,1105,259,-0.16,Correlation,-0.28,-0.04,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_024,Ruangdaraganon,2009,34,203,-0.18,Correlation,-0.46,0.13,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_025,Schmidt,2009,e370,872,-0.02,Correlation,-0.09,0.04,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_026,Zimmerman,2009,342,275,-0.12,Correlation,-0.23,0,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_027,Chonchaiya,2008,977,166,-0.35,Correlation,-0.48,-0.21,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_028,Zimmerman,2007,364,345,0.05,Correlation,-0.06,0.15,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_029,Zimmerman,2007,364,384,0.15,Correlation,0.05,0.24,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_030,Linebarger,2005,624,51,-0.27,Correlation,-0.51,0.01,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_031,Patterson,2002,493,64,0.23,Correlation,-0.02,0.45,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_032,Wright,2001,1347,90,-0.28,Correlation,-0.46,-0.07,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_033,Wright,2001,1347,92,-0.1,Correlation,-0.3,0.11,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_034,Allen,1992,489,53,-0.14,Correlation,-0.4,0.14,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_035,Arraf,1990,420,173,-0.58,Correlation,-0.67,-0.47,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_036,Selnow,1982,469,93,-0.17,Correlation,-0.36,0.04,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_037,Levin,1978,444,60,-0.09,Correlation,-0.34,0.17,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47783,47783_001,47783_001_038,Nelson,1973,1,19,-0.5,Correlation,-0.78,-0.06,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_001,Anderson,2015,162,26,80.5,Mean difference,44.9,116.1,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_002,Anderson,2015,162,23,5.3,Mean difference,-17.92,28.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_003,Anschutz,2009,1328,120,7.5,Mean difference,-2.67,17.67,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_004,Anschutz,2010,117,81,-22.7,Mean difference,-42.27,-3.13,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_005,Boyland,2013,339,131,38.9,Mean difference,29.91,47.89,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_006,Dovey,2011,440,66,60.9,Mean difference,43.32,78.48,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_007,Emond,2016,-999,44,29.5,Mean difference,23.51,35.49,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_008,Halford,2004,221,42,68.63,Mean difference,59.74,77.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_009,Halford,2007,263,93,107.8,Mean difference,100.72,114.88,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_010,Halford,2008,897,59,301.1,Mean difference,293.85,308.35,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_011,Harris,2009,404,59,36.7,Mean difference,30.11,43.29,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_001,47934_001_012,Norman,2018,-999,76,4.7,Mean difference,-12.96,22.36,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_001,Folkvord,2013,239,134,68.3,Mean difference,64.27,72.33,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_002,Folkvord,2014,1007,158,71.9,Mean difference,70.77,73.03,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_003,Folkvord,2014,1007,146,30.7,Mean difference,28.45,32.95,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_004,Folkvord,2015,251,92,45.2,Mean difference,39.57,50.83,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_005,Folkvord,2016,1,108,65.2,Mean difference,60.03,70.37,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_006,Folkvord,2017,117,52,92.1,Mean difference,85.01,99.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_002,47934_002_007,Folkvord,2017,117,171,-0.8,Mean difference,-4.79,3.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_001,Anderson,2015,162,26,80.5,Mean difference,44.9,116.1,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_002,Anderson,2015,162,23,5.3,Mean difference,-17.92,28.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_003,Anschutz,2009,1328,120,7.5,Mean difference,-2.67,17.67,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_004,Anschutz,2010,117,81,-22.7,Mean difference,-42.27,-3.13,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_005,Boyland,2013,339,131,38.9,Mean difference,29.91,47.89,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_006,Dovey,2011,440,66,60.9,Mean difference,43.32,78.48,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_007,Emond,2016,-999,44,29.5,Mean difference,23.51,35.49,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_008,Halford,2004,221,42,68.63,Mean difference,59.74,77.52,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_009,Halford,2007,263,93,107.8,Mean difference,100.72,114.88,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_010,Halford,2008,897,59,301.1,Mean difference,293.85,308.35,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_011,Harris,2009,404,59,36.7,Mean difference,30.11,43.29,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_012,Norman,2018,-999,76,4.7,Mean difference,-12.96,22.36,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_013,Folkvord,2013,239,134,68.3,Mean difference,64.27,72.33,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_014,Folkvord,2014,1007,158,71.9,Mean difference,70.77,73.03,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_015,Folkvord,2014,1007,146,30.7,Mean difference,28.45,32.95,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_016,Folkvord,2015,251,92,45.2,Mean difference,39.57,50.83,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_017,Folkvord,2016,1,108,65.2,Mean difference,60.03,70.37,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_018,Folkvord,2017,117,52,92.1,Mean difference,85.01,99.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_003,47934_003_019,Folkvord,2017,117,171,-0.8,Mean difference,-4.79,3.19,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_004,47934_004_001,Anderson,2015,162,11,60,Mean difference,-0.08,120.08,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_004,47934_004_002,Anderson,2015,162,14,-26,Mean difference,-56.75,4.75,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_004,47934_004_003,Halford,2007,263,65,112.2,Mean difference,94.64,129.76,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_004,47934_004_004,Halford,2008,897,33,250.7,Mean difference,228.41,272.99,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_004,47934_004_005,Norman,2018,-999,65,1,Mean difference,-5.61,7.61,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_005,47934_005_001,Anderson,2015,162,16,90,Mean difference,22.98,157.02,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_005,47934_005_002,Anderson,2015,162,9,54,Mean difference,-13.6,121.6,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_005,47934_005_003,Halford,2007,263,28,97.2,Mean difference,51.1,143.3,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_005,47934_005_004,Halford,2008,897,26,365.7,Mean difference,298.68,432.72,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_005,47934_005_005,Norman,2018,-999,11,27,Mean difference,-13.17,67.17,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_001,Anderson,2015,162,11,60,Mean difference,-0.08,120.08,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_002,Anderson,2015,162,14,-26,Mean difference,-56.75,4.75,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_003,Halford,2007,263,65,112.2,Mean difference,94.64,129.76,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_004,Halford,2008,897,33,250.7,Mean difference,228.41,272.99,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_005,Norman,2018,-999,65,1,Mean difference,-5.61,7.61,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_006,Anderson,2015,162,16,90,Mean difference,22.98,157.02,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_007,Anderson,2015,162,9,54,Mean difference,-13.6,121.6,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_008,Halford,2007,263,28,97.2,Mean difference,51.1,143.3,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_009,Halford,2008,897,26,365.7,Mean difference,298.68,432.72,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
47934,47934_006,47934_006_010,Norman,2018,-999,11,27,Mean difference,-13.17,67.17,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_001,6524_001_1,Condén,2013,290,4479,-0.138,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_001,6524_001_2,Garmy,2012,469,1766,-0.18,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_001,6524_001_3,Arora,2013,1254,632,-0.2084,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_001,6524_001_4,Fuligni,2006,353,734,-0.17,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_1,Gradisar,2013,1291,169,-0.1035,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_2,Honda,2008,110,2118,-0.11,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_3,Arora,2013,1254,632,-0.1937,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_4,Oshima,2012,1023,4059,-0.156,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_5,Oshima,2012,1023,3611,-0.22,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_6,Oshima,2012,1023,4096,-0.023,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_002,6524_002_7,Oshima,2012,1023,4217,-0.019,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
6524,6524_003,6524_003_1,Gradisar,2013,1291,169,-0.19475,Correlation,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,FALSE
